id,human_readable_id,title,type,description,text_unit_ids,frequency,degree
ca37223f-a871-489b-973c-efb90f06642e,39,BIOENERGIE,ORGANIZATION,"BIOENERGIE refers to the sector in Austria dedicated to the generation and use of renewable energy derived from biological sources, such as biomass. This sector plays a key role in Austria’s overall renewable energy supply, harnessing various organic materials—including agricultural byproducts, wood, and other biological matter—to produce energy. The use of bioenergy not only supports Austria’s efforts to diversify its energy portfolio and increase sustainability, but also complements other renewable energy sources within the country. As an integral component of Austria’s renewable energy strategy, BIOENERGIE contributes to reducing dependence on fossil fuels and lowering greenhouse gas emissions, thereby supporting environmental and climate goals.","['e498566a78d36b3ce13304157993b9b4269045840f1d63663ab07328cc5c6a9ebc15f47c9ae340cbebf706bc8faebd35ccc4f11ae0aa4cb9a223345224329757'
 'e498566a78d36b3ce13304157993b9b4269045840f1d63663ab07328cc5c6a9ebc15f47c9ae340cbebf706bc8faebd35ccc4f11ae0aa4cb9a223345224329757']",2,2
e938abef-6bd6-4135-bc5a-c4f342a59d0d,40,WASSERKRAFT,ORGANIZATION,"WASSERKRAFT, also known as hydropower, is a renewable energy source that significantly contributes to Austria's electricity generation. Representing hydropower generation facilities and operations, WASSERKRAFT plays a major role in the country's renewable electricity sector, highlighting its importance in Austria's overall energy mix.","['e498566a78d36b3ce13304157993b9b4269045840f1d63663ab07328cc5c6a9ebc15f47c9ae340cbebf706bc8faebd35ccc4f11ae0aa4cb9a223345224329757'
 'e498566a78d36b3ce13304157993b9b4269045840f1d63663ab07328cc5c6a9ebc15f47c9ae340cbebf706bc8faebd35ccc4f11ae0aa4cb9a223345224329757']",2,2
42862127-b537-4090-8f36-be0b969ea33c,41,WINDENERGIE,ORGANIZATION,"WINDENERGIE refers to the wind energy sector in Austria, which is a significant contributor to the country’s renewable electricity supply. As a vital component of Austria’s national renewable energy mix, WINDENERGIE plays an important role in advancing sustainable energy production and supporting Austria's goals for cleaner, greener power generation.","['e498566a78d36b3ce13304157993b9b4269045840f1d63663ab07328cc5c6a9ebc15f47c9ae340cbebf706bc8faebd35ccc4f11ae0aa4cb9a223345224329757'
 'e498566a78d36b3ce13304157993b9b4269045840f1d63663ab07328cc5c6a9ebc15f47c9ae340cbebf706bc8faebd35ccc4f11ae0aa4cb9a223345224329757']",2,2
157b97b9-65fa-4d76-bb2f-8585255f68e1,42,GRÜNER WASSERSTOFF,ORGANIZATION,"Grüner Wasserstoff, or green hydrogen, refers to hydrogen produced by using renewable electricity, such as that generated from solar power and other renewable energy sources. In Austria, grüner Wasserstoff is specifically produced via renewable methods, including solar energy, making it a sustainable and environmentally friendly alternative to conventional hydrogen production techniques. This form of hydrogen serves as an energy carrier, enabling the storage of surplus electricity generated from photovoltaic (PV) systems and other renewable sources. Additionally, grüner Wasserstoff is intended for both storage and export, helping to stabilize the energy supply and offering opportunities for Austria to utilize or share excess renewable energy resources.","['e498566a78d36b3ce13304157993b9b4269045840f1d63663ab07328cc5c6a9ebc15f47c9ae340cbebf706bc8faebd35ccc4f11ae0aa4cb9a223345224329757'
 'e498566a78d36b3ce13304157993b9b4269045840f1d63663ab07328cc5c6a9ebc15f47c9ae340cbebf706bc8faebd35ccc4f11ae0aa4cb9a223345224329757']",2,1
28ad2239-3425-467c-a5b7-d2d823e3d34d,43,ENERGIEGEMEINSCHAFTEN,ORGANIZATION,"ENERGIEGEMEINSCHAFTEN (energy communities) are formal or informal organizations or associations composed of citizens, companies, or localities that collaborate to generate, share, and use renewable energy, with a particular focus on photovoltaic (PV) power. Functioning primarily at the local or community level, these groups enable members to jointly produce, store, and consume electricity, often through the integration of PV and storage solutions within neighborhoods or districts.

In Austria, Energiegemeinschaften are legally enabled entities that support the decentralized production and use of renewable energy, such as solar power. They allow residents and companies to participate in the collective development, management, and utilization of renewable energy projects, thereby encouraging local engagement and promoting energy autonomy. By facilitating joint action, these communities not only contribute to value creation for their members but also play a crucial role in Austria’s transition toward decentralized power systems and the broader expansion of community-driven PV installations.

Overall, Energiegemeinschaften serve as a key driver for sustainable energy practices, empowering various stakeholders to take an active role in the energy transition and reinforcing community-level participation in renewable energy generation, storage, and consumption.","['e498566a78d36b3ce13304157993b9b4269045840f1d63663ab07328cc5c6a9ebc15f47c9ae340cbebf706bc8faebd35ccc4f11ae0aa4cb9a223345224329757'
 'e498566a78d36b3ce13304157993b9b4269045840f1d63663ab07328cc5c6a9ebc15f47c9ae340cbebf706bc8faebd35ccc4f11ae0aa4cb9a223345224329757'
 'f9e54ba797ff2b80a5f0e5f24e3901236ac4130e4e84d01615e67bc810b290cd5ac7c08f71a782797073050d512eda2695c3659569deba0d4bd5c3ab6195784a'
 '2d9fdebd364caf6ea226dc0ee6624e0c2d54fc65848a9cd18f9b868675333d5be302c20a6cbb1b4f9503e536f5051a60a8783cd3657ab2cf1f9daf65be366c76'
 'dafd7f2f39e49c87969ec1360e9fae0af9de6f290655205c8c120dd24dcc85da04f0536237f7f9529d31deed892d5abae3b8f58fb66ae9e497327f23b1e6b750'
 '05802f69e17001a506260c74ca400f6a1368fbf0132720e670d13ffd39c31d615ca94e0ffc071332bd317faa48542bde7970720b9f035d496136fc5d6bbb8ca5']",6,14
da859794-22ac-4aaa-bcd5-876f6b0c895e,44,FREIFLÄCHEN-BIODIVERSITÄTSANLAGEN,ORGANIZATION,"FREIFLÄCHEN-BIODIVERSITÄTSANLAGEN are large-scale, ground-mounted photovoltaic (PV) parks located in Austria. These installations are purposefully designed not only for the generation of electricity but also to foster biodiversity and support ecological restoration. By integrating solar energy production with the simultaneous creation and preservation of natural habitats, Freiflächen-Biodiversitätsanlagen contribute to habitat diversity. Their dual function ensures that the implementation of renewable energy infrastructure goes hand-in-hand with ecological enhancements, making them a pioneering approach to sustainable land use in the context of Austria’s transition to renewable energy sources.","['e498566a78d36b3ce13304157993b9b4269045840f1d63663ab07328cc5c6a9ebc15f47c9ae340cbebf706bc8faebd35ccc4f11ae0aa4cb9a223345224329757'
 'e498566a78d36b3ce13304157993b9b4269045840f1d63663ab07328cc5c6a9ebc15f47c9ae340cbebf706bc8faebd35ccc4f11ae0aa4cb9a223345224329757']",2,2
266cefa0-e9a7-467f-861d-edd83f4640b8,45,AGRI-PV-ANLAGEN,ORGANIZATION,"AGRI-PV-ANLAGEN are agricultural photovoltaic installations, also known as agrivoltaic systems, that integrate solar energy generation with active agricultural activities on the same land area. These systems are designed to enable simultaneous farming and electricity production by installing photovoltaic panels within agricultural fields or on farmland. By combining the dual use of land for both crop cultivation or livestock grazing and solar power generation, AGRI-PV-ANLAGEN help enhance land-use efficiency and support the economic resilience of farms through diversified income streams.

In Austria, AGRI-PV-ANLAGEN are promoted in line with the country's renewable energy expansion laws, which provide subsidies for agrivoltaic projects as long as the agricultural productivity of the land is only minimally affected. This legislative framework encourages the adoption of photovoltaic technology within agricultural landscapes while ensuring that farming remains a principal activity. The goal is to maintain high standards of agricultural output alongside renewable electricity generation, contributing to sustainable rural development and the broader transition toward clean energy.

Overall, AGRI-PV-ANLAGEN represent an innovative approach to land management that aligns with both environmental and economic objectives. By integrating photovoltaic systems with agricultural operations, these installations help farmers increase their income, support the expansion of renewable energy, and optimize the use of available land resources.","['e498566a78d36b3ce13304157993b9b4269045840f1d63663ab07328cc5c6a9ebc15f47c9ae340cbebf706bc8faebd35ccc4f11ae0aa4cb9a223345224329757'
 'e498566a78d36b3ce13304157993b9b4269045840f1d63663ab07328cc5c6a9ebc15f47c9ae340cbebf706bc8faebd35ccc4f11ae0aa4cb9a223345224329757'
 'f9e54ba797ff2b80a5f0e5f24e3901236ac4130e4e84d01615e67bc810b290cd5ac7c08f71a782797073050d512eda2695c3659569deba0d4bd5c3ab6195784a'
 '41bd25afdc1cce74b36dd6db5e44e91354172fda16475ab6a3f6cf99bddc720aa91cb56b5ea1b1c4774c8c97017d6bb03c52ba2676d7cfaab1c73fed8ab82912']",4,5
806eb2fa-9457-4604-b4ea-844f567603b9,46,SOLARINDUSTRIE,ORGANIZATION,"SOLARINDUSTRIE, referring to the solar power industry in Austria and across Europe, encompasses a broad spectrum of activities including research, manufacturing, deployment, and export of solar technologies. Within Austria, the solar industry (Solarindustrie) is composed of manufacturers, exporters, and technology developers specializing in photovoltaic (PV) technologies. This industry plays a significant role in advancing innovation and maintaining international competitiveness, both by developing cutting-edge solar solutions and by engaging in the export of technologies to global markets. Through its focus on research and development, manufacturing excellence, and export activities, SOLARINDUSTRIE is a key contributor to the growth of renewable energy in Austria and throughout Europe.","['e498566a78d36b3ce13304157993b9b4269045840f1d63663ab07328cc5c6a9ebc15f47c9ae340cbebf706bc8faebd35ccc4f11ae0aa4cb9a223345224329757'
 'e498566a78d36b3ce13304157993b9b4269045840f1d63663ab07328cc5c6a9ebc15f47c9ae340cbebf706bc8faebd35ccc4f11ae0aa4cb9a223345224329757']",2,2
b4f74b36-edcb-4bdf-896e-86f95606ab04,47,PV-WERTSCHÖPFUNGSKETTE,ORGANIZATION,"The PV-WERTSCHÖPFUNGSKETTE, also known as the PV value chain, encompasses all stages of innovation, production, and deployment within Austria’s photovoltaic sector. This value chain includes a comprehensive range of activities, starting from the initial stages of research and technological innovation, progressing through the manufacturing of photovoltaic (PV) technology, followed by its deployment and installation. Additionally, the PV-WERTSCHÖPFUNGSKETTE covers the end-of-life processes of PV technology, such as recycling, ensuring that the full lifecycle of photovoltaic products is addressed within Austria’s solar energy industry.","['e498566a78d36b3ce13304157993b9b4269045840f1d63663ab07328cc5c6a9ebc15f47c9ae340cbebf706bc8faebd35ccc4f11ae0aa4cb9a223345224329757'
 'e498566a78d36b3ce13304157993b9b4269045840f1d63663ab07328cc5c6a9ebc15f47c9ae340cbebf706bc8faebd35ccc4f11ae0aa4cb9a223345224329757']",2,2
0d10a81f-a956-41ee-aff5-1afe6357d906,48,BIODIVERSITÄTS-SOLARPARKS,ORGANIZATION,"Biodiversitäts-Solarparks are specialized solar parks designed not only for electricity generation but also to provide significant ecological benefits. These solar parks are intentionally developed to foster biodiversity and support the restoration of natural habitats, creating environments that promote the presence and flourishing of a variety of plant and animal species. By integrating renewable energy production with ecological enhancements, Biodiversitäts-Solarparks offer a dual function: delivering clean electricity while supporting the conservation and restoration of local ecosystems.","['e498566a78d36b3ce13304157993b9b4269045840f1d63663ab07328cc5c6a9ebc15f47c9ae340cbebf706bc8faebd35ccc4f11ae0aa4cb9a223345224329757'
 'e498566a78d36b3ce13304157993b9b4269045840f1d63663ab07328cc5c6a9ebc15f47c9ae340cbebf706bc8faebd35ccc4f11ae0aa4cb9a223345224329757']",2,2
b2df2fb1-d9b7-4a6e-a234-d1ccf5af0bfe,49,FACHKRÄFTE,PERSON,"""FACHKRÄFTE"" refers to highly qualified and skilled professionals, specialists, and workers who possess technical or vocational expertise within the photovoltaic (PV) and broader renewable energy sector in Austria. These individuals play essential roles in the installation, manufacturing, and operation of PV technology. The term encompasses both those currently active in the industry and those targeted for continued development and retention in order to support Austria's PV industry. FACHKRÄFTE are central to advancing the adoption and maintenance of PV technologies and ensuring the continued growth and innovation within the Austrian renewable energy sector.","['e498566a78d36b3ce13304157993b9b4269045840f1d63663ab07328cc5c6a9ebc15f47c9ae340cbebf706bc8faebd35ccc4f11ae0aa4cb9a223345224329757'
 'e498566a78d36b3ce13304157993b9b4269045840f1d63663ab07328cc5c6a9ebc15f47c9ae340cbebf706bc8faebd35ccc4f11ae0aa4cb9a223345224329757'
 '9ce049a98570c6bf53cf9e547168db075af2795fa519422bd27a2c9aa5b490c4b26aef25883802c4d8eb6e4dcb09c866e7d31677352f7beb6c4f9fcbbcc75e9b']",3,2
6099a30e-af06-46fc-b3dd-29dbace11568,50,HANDWERKSBETRIEBE,ORGANIZATION,"HANDWERKSBETRIEBE are artisan and craft enterprises that play a crucial role in Austria's renewable energy landscape, particularly within the photovoltaic (PV) sector. As skilled craft and trade businesses, Handwerksbetriebe offer a wide range of services including the installation, maintenance, and technological support for PV systems and related technologies. They are characterized by their expert knowledge and practical experience, ensuring reliable and high-quality execution of technical tasks critical for the deployment and ongoing operation of solar energy systems.

In response to the growing emphasis on sustainable energy, Handwerksbetriebe have increasingly positioned themselves as innovative contributors to the renewable energy market in Austria. Their adaptability and skill set allow them to capitalize on the expanding opportunities within the PV sector. These enterprises not only install and maintain PV systems, but often take an active role in integrating new technological advancements and optimizing system performance, thereby driving forward the transition to cleaner energy sources.

In summary, Handwerksbetriebe are key players in Austria’s move toward renewable energy, providing indispensable expertise and practical services for PV systems while continually adopting innovations to meet the evolving demands of the sector.","['e498566a78d36b3ce13304157993b9b4269045840f1d63663ab07328cc5c6a9ebc15f47c9ae340cbebf706bc8faebd35ccc4f11ae0aa4cb9a223345224329757'
 'e498566a78d36b3ce13304157993b9b4269045840f1d63663ab07328cc5c6a9ebc15f47c9ae340cbebf706bc8faebd35ccc4f11ae0aa4cb9a223345224329757'
 '7a01190bcf30936758d004f89d7553c62632e91427f92e6420a9e453f2c5d92ab18ae9e62c46bc28aeb398621b28cfd3af89bf2317c887a5eec276b5b7a51052']",3,1
4c416789-833a-48c4-886e-525975c1361a,51,AKTIVER KUNDE,PERSON,"AKTIVER KUNDE (“Active Customer”) refers to a legal or natural person, as defined under Article 15 of EU Directive 2019/944, who is entitled to participate directly in electricity markets. The term primarily applies to residents or consumers who actively engage in the production, self-consumption, and management of electricity—most commonly through personal or shared photovoltaic (PV) installations. An Aktiver Kunde not only produces and consumes their own electricity, often serving as a prosumer, but may also share electricity with others within a community or participate in collective PV initiatives. Through these activities, active customers can influence market dynamics and grid stability, either individually or as part of a broader energy community. Overall, an Aktiver Kunde plays a significant role in the evolving energy landscape by contributing to decentralized energy production, enhancing renewable energy uptake, and supporting the effective functioning of both local and broader electricity networks.","['e498566a78d36b3ce13304157993b9b4269045840f1d63663ab07328cc5c6a9ebc15f47c9ae340cbebf706bc8faebd35ccc4f11ae0aa4cb9a223345224329757'
 'e498566a78d36b3ce13304157993b9b4269045840f1d63663ab07328cc5c6a9ebc15f47c9ae340cbebf706bc8faebd35ccc4f11ae0aa4cb9a223345224329757'
 'f9e54ba797ff2b80a5f0e5f24e3901236ac4130e4e84d01615e67bc810b290cd5ac7c08f71a782797073050d512eda2695c3659569deba0d4bd5c3ab6195784a']",3,3
1bedc625-e128-4148-a772-ced730e23b39,52,GEBÄUDEAUSSENTEILE,ORGANIZATION,Building exteriors (Gebäudeaußenteile) in Austria are now commonly used for weather protection as well as for integrated PV power generation.,['e498566a78d36b3ce13304157993b9b4269045840f1d63663ab07328cc5c6a9ebc15f47c9ae340cbebf706bc8faebd35ccc4f11ae0aa4cb9a223345224329757'],1,1
d7627771-6dd5-4fb0-a507-8d257f0c4ae4,53,UMWELTBUNDESAMT,ORGANIZATION,"Umweltbundesamt is Austria's Environment Agency. It provides scientific and analytical support, prepares scenarios for greenhouse gases and energy, and informs policy, including the ""Transition 2040"" scenario noted in the context of PV expansion projections.",['f9e54ba797ff2b80a5f0e5f24e3901236ac4130e4e84d01615e67bc810b290cd5ac7c08f71a782797073050d512eda2695c3659569deba0d4bd5c3ab6195784a'],1,2
5affe51f-4d94-412e-9f92-ef97a57ce2d8,54,EUROPÄISCHES PARLAMENT UND RAT,ORGANIZATION,"The European Parliament and Council (""Europäisches Parlament und Rat"") are legislative institutions of the European Union, responsible for setting EU directives, including the 2019/944 regulation on rules for the internal electricity market referenced in the text.",['f9e54ba797ff2b80a5f0e5f24e3901236ac4130e4e84d01615e67bc810b290cd5ac7c08f71a782797073050d512eda2695c3659569deba0d4bd5c3ab6195784a'],1,1
5868e123-935c-4240-b20d-40843297a74d,55,P. BIERMAYR,PERSON,"P. Biermayr is an author and recognized research or academic expert who has made significant contributions to the analysis of Austria's photovoltaic (PV) market. As a lead or co-author, P. Biermayr was instrumental in producing the ""Innovative Energietechnologien in Österreich, Marktentwicklung 2023"" report, which was published in 2024 for the BMK (Federal Ministry for Climate Action, Environment, Energy, Mobility, Innovation and Technology). This comprehensive report serves as a key source of market data and analysis for the Austrian PV sector, providing critical insights into the development and trends of innovative energy technologies in Austria. Biermayr’s expertise and leadership in the field are demonstrated through the depth of analysis and authoritative data presented in the report, making him a significant figure in Austria's ongoing energy transition efforts.","['f9e54ba797ff2b80a5f0e5f24e3901236ac4130e4e84d01615e67bc810b290cd5ac7c08f71a782797073050d512eda2695c3659569deba0d4bd5c3ab6195784a'
 '06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc']",2,1
9983cf95-be92-4fe5-afab-1ec698234a7d,56,PHOTOVOLTAIKANLAGEN,ORGANIZATION,"Photovoltaikanlagen (Photovoltaic Installations) refers collectively to all organizations, firms, and actors involved in the deployment, operation, ownership, management, and expansion of photovoltaic systems for electricity generation in Austria. These photovoltaic installations, commonly known as photovoltaic systems, play a central role in harnessing solar energy to produce solar electricity. The term encompasses a broad range of entities, including organizations and operators that are directly responsible for setting up, operating, and maintaining the systems, as well as the entities focused on expanding the reach and efficiency of photovoltaic energy across Austria. As a whole, Photovoltaikanlagen contributes significantly to Austria’s efforts in sustainable electricity generation and the national transition towards renewable energy sources.","['f9e54ba797ff2b80a5f0e5f24e3901236ac4130e4e84d01615e67bc810b290cd5ac7c08f71a782797073050d512eda2695c3659569deba0d4bd5c3ab6195784a'
 '2d9fdebd364caf6ea226dc0ee6624e0c2d54fc65848a9cd18f9b868675333d5be302c20a6cbb1b4f9503e536f5051a60a8783cd3657ab2cf1f9daf65be366c76']",2,13
8bcd3e5b-1a45-442f-aeb6-fea29f8f3481,57,MEHRFAMILIENHÄUSER,ORGANIZATION,"Mehrfamilienhäuser, or multi-family buildings, refers here to residential organizations or legal entities whose residents are now able to participate in PV generation and community energy initiatives.",['f9e54ba797ff2b80a5f0e5f24e3901236ac4130e4e84d01615e67bc810b290cd5ac7c08f71a782797073050d512eda2695c3659569deba0d4bd5c3ab6195784a'],1,1
bd7b7fd7-4018-4deb-8d8b-b60d30902e07,58,TRANSITION 2040,EVENT,"Transition 2040 is a climate and energy scenario provided by Umweltbundesamt, projecting the trajectory of Austria's electricity system and greenhouse gas emissions up to 2040, informing policy and infrastructure plans.",['f9e54ba797ff2b80a5f0e5f24e3901236ac4130e4e84d01615e67bc810b290cd5ac7c08f71a782797073050d512eda2695c3659569deba0d4bd5c3ab6195784a'],1,1
215397b2-ec8b-42d3-a006-997812e16088,59,ERNEUERBAREN-AUSBAU-GESETZ,ORGANIZATION,"The Austrian Renewable Expansion Act (""Erneuerbaren-Ausbau-Gesetz"", EAG) is a law regulating and promoting the growth of renewable energies, including PV, setting specific targets and subsidy frameworks.",['f9e54ba797ff2b80a5f0e5f24e3901236ac4130e4e84d01615e67bc810b290cd5ac7c08f71a782797073050d512eda2695c3659569deba0d4bd5c3ab6195784a'],1,5
5d28a638-4e65-4d53-b031-e497886cbfdb,60,STROMNETZ,ORGANIZATION,"The public electricity grid (Stromnetz) in Austria is the infrastructure network that distributes electricity, crucial for connecting PV installations and ensuring electricity delivery to consumers nationwide.",['f9e54ba797ff2b80a5f0e5f24e3901236ac4130e4e84d01615e67bc810b290cd5ac7c08f71a782797073050d512eda2695c3659569deba0d4bd5c3ab6195784a'],1,6
f76d7660-9144-4a96-a2fe-a8286e0cfa21,61,TEILNEHMER:INNEN MEHRFAMILIENHÄUSER,PERSON,Residents of multi-family buildings (Teilnehmer:innen Mehrfamilienhäuser) in Austria who are participants in the energy transition by utilizing PV and energy community models.,['f9e54ba797ff2b80a5f0e5f24e3901236ac4130e4e84d01615e67bc810b290cd5ac7c08f71a782797073050d512eda2695c3659569deba0d4bd5c3ab6195784a'],1,1
99d1d211-390b-4674-8862-dd289369bf96,62,BETREIBER:INNEN DER PV-ANLAGEN,PERSON,"Operators or owners of PV installations (Betreiber:innen der PV-Anlagen) are individuals or companies who directly operate photovoltaic systems, participating in energy markets.",['f9e54ba797ff2b80a5f0e5f24e3901236ac4130e4e84d01615e67bc810b290cd5ac7c08f71a782797073050d512eda2695c3659569deba0d4bd5c3ab6195784a'],1,1
29b9f68e-3a57-465a-9443-eac266cb5e56,63,BÜRGER:INNEN,PERSON,"BÜRGER:INNEN refers to Austrian citizens who are recognized as central stakeholders and beneficiaries in the country’s energy transition, particularly within the context of decentralized energy generation and energy communities. These citizens are not only the end-users of energy but are also increasingly viewed as direct beneficiaries of innovative energy community and participation models, notably in the photovoltaic (PV) sector. Through evolving strategies and incentives, BÜRGER:INNEN are being encouraged and empowered to take a more active role in the energy sector, fostering broader participation in renewable energy projects and energy markets. As such, they are being positioned as both active participants and key drivers in Austria’s shift toward more sustainable and community-oriented energy solutions. By participating in energy communities and decentralized generation initiatives, citizens contribute directly to the success of the PV energy transition and the broader aims of renewable energy adoption across Austria.","['f9e54ba797ff2b80a5f0e5f24e3901236ac4130e4e84d01615e67bc810b290cd5ac7c08f71a782797073050d512eda2695c3659569deba0d4bd5c3ab6195784a'
 '06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc'
 'dafd7f2f39e49c87969ec1360e9fae0af9de6f290655205c8c120dd24dcc85da04f0536237f7f9529d31deed892d5abae3b8f58fb66ae9e497327f23b1e6b750'
 '05802f69e17001a506260c74ca400f6a1368fbf0132720e670d13ffd39c31d615ca94e0ffc071332bd317faa48542bde7970720b9f035d496136fc5d6bbb8ca5']",4,5
1eaa4eb6-a4d0-411c-ac9f-27a048c12838,64,UNTERNEHMEN,ORGANIZATION,"UNTERNEHMEN refers to companies (corporate entities) operating in Austria, encompassing both large corporations and small businesses. These companies are notable for integrating smart energy management systems and photovoltaic (PV) installations into their daily operations and overall energy usage. The term generally applies to businesses that are actively engaged in advanced and sustainable practices, particularly in the fields of sustainability, energy, and financial markets. Austrian Unternehmen are distinguished by their commitment to optimizing energy efficiency and embracing renewable energy solutions, reflecting a broader trend toward sustainable development and innovation within the Austrian business sector.","['f9e54ba797ff2b80a5f0e5f24e3901236ac4130e4e84d01615e67bc810b290cd5ac7c08f71a782797073050d512eda2695c3659569deba0d4bd5c3ab6195784a'
 '7a01190bcf30936758d004f89d7553c62632e91427f92e6420a9e453f2c5d92ab18ae9e62c46bc28aeb398621b28cfd3af89bf2317c887a5eec276b5b7a51052']",2,3
a66354f2-ac9c-4287-ba44-91bb57ddc235,65,FORSCHUNGSEINRICHTUNGEN,ORGANIZATION,Research institutions (Forschungseinrichtungen) in Austria leading the advancement of PV and renewable energy-related technologies and innovation.,['f9e54ba797ff2b80a5f0e5f24e3901236ac4130e4e84d01615e67bc810b290cd5ac7c08f71a782797073050d512eda2695c3659569deba0d4bd5c3ab6195784a'],1,3
a2dbb130-3ace-4ef7-8bc8-06236f2950ee,66,PHOTOVOLTAIK,EVENT,"PHOTOVOLTAIK refers to the deployment and expansion of photovoltaic (PV) technology in Austria, which is recognized as a key milestone and ongoing process in the country’s pursuit of climate neutrality. The strategic growth of PV systems is regarded as a central component in achieving Austria's energy transition objectives. It not only enables the reduction of greenhouse gas emissions but also boosts the nation’s energy sovereignty by increasing the share of domestically produced renewable energy. Furthermore, the expansion of photovoltaic technologies supports a wide array of economic, technological, and social sectors. It contributes to sustainable economic development by fostering job creation, stimulating technological innovation, and securing Austria's leadership role in renewable energy. Socially, the proliferation of PV systems encourages public participation in the energy transition, enhances local resilience, and promotes sustainable practices across communities. Overall, PHOTOVOLTAIK plays a crucial role in Austria's efforts to meet its climate targets and support the broader transition to a sustainable energy future.","['06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc'
 '05802f69e17001a506260c74ca400f6a1368fbf0132720e670d13ffd39c31d615ca94e0ffc071332bd317faa48542bde7970720b9f035d496136fc5d6bbb8ca5']",2,5
01f0167c-f3e4-4412-ae8d-2810abe5f68f,67,WOHNUNGSEIGENTUMSGESETZ,EVENT,"The Wohnungseigentumsgesetz (Housing Property Act or Austrian Home Ownership Act) is a piece of legislation in Austria that governs property ownership, particularly in the context of apartments, row houses, and individual buildings. In January 2022, the Wohnungseigentumsgesetz was amended to introduce significant simplifications for the construction of photovoltaic (solar) installations. These changes were specifically designed to make it easier for property owners in terraced houses (row houses) and detached (single) buildings to install photovoltaic systems. The amendments aim to promote sustainable energy solutions by reducing bureaucratic obstacles and streamlining the approval process for such installations, thereby supporting Austria's climate and energy goals.","['06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc'
 '23663988970639bea940978ccbd9150fd292856f2f31a1d587392606a64713d5dfeade66f1beea67d1cc0b0e93012337685e0eca3267f98c1695a466657a8b24']",2,5
6ddcf5f3-744c-4a6c-9483-fef1d828a140,68,ELEKTRIZITÄTSWIRTSCHAFTSGESETZ,EVENT,"The Electricity Management Act, a legislative package in Austria under review in early 2024, intended to further regulate and promote the expansion and management of the electrical power industry, especially concerning photovoltaics.",['06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc'],1,1
b58f03ae-50f7-4f95-bdd1-dd2e7dc0bd40,69,INNOVATIVE UNTERNEHMEN,ORGANIZATION,"Austrian innovative companies that operate in the photovoltaic sector, driving technological advances, industrial production, and economic value creation within the country.",['06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc'],1,1
9c308663-742a-403f-bc4d-f37f70e10ec1,70,ÖSTERREICHISCHE WIRTSCHAFT,ORGANIZATION,"The Austrian economy, which benefits from the expansion of photovoltaics through increased value creation, lower and more reliable electricity prices, and a strengthened business location.",['06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc'],1,1
da267ce2-477d-42e3-a708-318ccd6fd899,71,BEVÖLKERUNG,PERSON,"The population of Austria, regarded as an active participant in the energy transition and beneficiary of increased energy sovereignty and affordable energy due to expanded photovoltaic use.",['06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc'],1,1
043de3a2-16f5-4067-9de4-29a0dd56d78f,72,PRODUZENT:INNEN,PERSON,"Producers (manufacturers) in Austria’s photovoltaic industry, including internationally operating specialists, contributing to domestic value creation and employment.",['06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc'],1,1
5ebe365e-d78a-4ae9-8fa6-b4421c0b42b0,73,PV-INDUSTRIE,ORGANIZATION,"PV-INDUSTRIE refers to the photovoltaic industry sector in Austria, which includes a wide array of businesses, companies, and organizations engaged in the industrial-scale manufacturing, deployment, research, and maintenance of photovoltaic systems. This sector encompasses all activities involved in the production of photovoltaic components and systems, the delivery and installation of solar technology, as well as ongoing operational support. PV-INDUSTRIE represents the collective efforts of Austrian manufacturers, service providers, and research institutions dedicated to advancing and expanding photovoltaic technology throughout the country.","['06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc'
 '9ce049a98570c6bf53cf9e547168db075af2795fa519422bd27a2c9aa5b490c4b26aef25883802c4d8eb6e4dcb09c866e7d31677352f7beb6c4f9fcbbcc75e9b']",2,5
