id,human_readable_id,source,target,description,weight,combined_degree,text_unit_ids
418daebe-190b-4235-8cbf-dc72e4353803,51,FORSCHUNGSRAMMENPROGRAMM,EUROPÄISCHE UNION,Das Forschungsrahmenprogramm ist ein Instrument der Europäischen Union zur Förderung von Innovationen und zur Stärkung der Wettbewerbsfähigkeit ihrer Mitgliedsstaaten.,7.0,5,['50e06bf07ca2ce3a4e0dc0520305a36334e339dc022e32de2a78b62769102078202b01514330a1c4939e30fdb8f4d3884f790c7814b2e95e9bdb0894b3323a4e']
63074855-33ed-47d8-a542-ba44bc28a88f,52,LANDESREGIERUNGEN,BUNDESREGIERUNG,Die Landesregierungen setzen Maßnahmen des Bundes auf regionaler Ebene um und sind wichtige Partner der Bundesregierung.,7.0,5,['50e06bf07ca2ce3a4e0dc0520305a36334e339dc022e32de2a78b62769102078202b01514330a1c4939e30fdb8f4d3884f790c7814b2e95e9bdb0894b3323a4e']
1eccd143-266e-469a-8809-fe231f112954,53,GEMEINDEN,LANDESREGIERUNGEN,Gemeinden stehen in direkter Verbindung mit den jeweiligen Landesregierungen und setzen lokale Maßnahmen zur Energiewende um.,7.0,4,['50e06bf07ca2ce3a4e0dc0520305a36334e339dc022e32de2a78b62769102078202b01514330a1c4939e30fdb8f4d3884f790c7814b2e95e9bdb0894b3323a4e']
d8e84858-5b03-4b8b-a0b1-fd9858afdf0c,54,WISSENSCHAFT,BMK,"Der Wissenschaftsbereich arbeitet mit dem BMK zusammen, um Innovationen und neue Technologien für die Energiewende zu entwickeln.",7.0,21,['50e06bf07ca2ce3a4e0dc0520305a36334e339dc022e32de2a78b62769102078202b01514330a1c4939e30fdb8f4d3884f790c7814b2e95e9bdb0894b3323a4e']
6c4ee7ac-61b1-44a9-99dc-8700f339a8ca,55,NETZBETREIBER,E-CONTROL,Netzbetreiber stehen unter der Aufsicht von E-Control und arbeiten bei der Systemzuverlässigkeit und dem Ausbau erneuerbarer Energien zusammen.,8.0,12,['50e06bf07ca2ce3a4e0dc0520305a36334e339dc022e32de2a78b62769102078202b01514330a1c4939e30fdb8f4d3884f790c7814b2e95e9bdb0894b3323a4e']
891d3e60-993c-4aba-a99a-2c9abeee40d2,56,ELEKTROTECHNISCHE NORMUNGSORGANISATION,BMK,Normungsorganisationen wirken über das BMK an der Schaffung sicherer technischer Standards in der Photovoltaik mit.,6.0,17,['50e06bf07ca2ce3a4e0dc0520305a36334e339dc022e32de2a78b62769102078202b01514330a1c4939e30fdb8f4d3884f790c7814b2e95e9bdb0894b3323a4e']
685f5479-026f-4e7b-9a22-76bc93cae728,57,INTERESSENSVERTRETUNGEN,BMK,Interessenvertretungen sind Partner des BMK bei der Ausarbeitung und gesellschaftlichen Umsetzung der Energiewende.,7.0,20,['50e06bf07ca2ce3a4e0dc0520305a36334e339dc022e32de2a78b62769102078202b01514330a1c4939e30fdb8f4d3884f790c7814b2e95e9bdb0894b3323a4e']
d5790650-b670-447c-bf9f-afe81e752fba,58,PHOTOVOLTAIK-STRATEGIE,PHOTOVOLTAIK-AUSBAU,Die Strategie steuert und begleitet den Ausbau der Photovoltaik in Österreich.,10.0,8,['50e06bf07ca2ce3a4e0dc0520305a36334e339dc022e32de2a78b62769102078202b01514330a1c4939e30fdb8f4d3884f790c7814b2e95e9bdb0894b3323a4e']
7cfc2c24-7ec2-427a-8818-481e88b2eb1c,59,PHOTOVOLTAIK-AUSBAU,KLIMANEUTRALITÄT 2040,Der PV-Ausbau ist ein zentrales Mittel zur Erreichung der angestrebten Klimaneutralität bis 2040.,9.0,5,['50e06bf07ca2ce3a4e0dc0520305a36334e339dc022e32de2a78b62769102078202b01514330a1c4939e30fdb8f4d3884f790c7814b2e95e9bdb0894b3323a4e']
7920f880-f746-4a7a-a28b-c27283127784,60,KLIMANEUTRALITÄT 2040,ÖSTERREICH,Klimaneutralität 2040 ist das erklärte Ziel von Österreich und Orientierungspunkt für alle Maßnahmen der Energiewende.,10.0,85,['50e06bf07ca2ce3a4e0dc0520305a36334e339dc022e32de2a78b62769102078202b01514330a1c4939e30fdb8f4d3884f790c7814b2e95e9bdb0894b3323a4e']
b5706773-ccff-408d-ac6e-ae1707648f5b,61,STROMMARKT,BÜRGER:INNEN,Durch die Energiewende werden Bürger:innen zu aktiven Teilnehmer:innen auf dem Strommarkt.,8.0,6,['50e06bf07ca2ce3a4e0dc0520305a36334e339dc022e32de2a78b62769102078202b01514330a1c4939e30fdb8f4d3884f790c7814b2e95e9bdb0894b3323a4e']
a33c1954-e3b8-47c2-b447-a1be85d59321,62,BÜRGER:INNEN,ÖSTERREICH,Die österreichischen Bürger:innen profitieren von nachhaltigen Arbeitsplätzen und sind gestaltende Akteure des Wandels.,8.0,87,['50e06bf07ca2ce3a4e0dc0520305a36334e339dc022e32de2a78b62769102078202b01514330a1c4939e30fdb8f4d3884f790c7814b2e95e9bdb0894b3323a4e']
e05bc5ad-a377-428a-84d4-a68b4bca8992,63,GEMEINDEN,INTERESSENSVERTRETUNGEN,Gemeinden und Interessenvertretungen kooperieren auf lokaler Ebene bei gesellschaftlichen Transformationsprozessen.,1.0,6,['50e06bf07ca2ce3a4e0dc0520305a36334e339dc022e32de2a78b62769102078202b01514330a1c4939e30fdb8f4d3884f790c7814b2e95e9bdb0894b3323a4e']
78386c17-ce06-4ac9-9b9a-fffa45df213e,64,ÖSTERREICH,BUNDESLÄNDER,"ÖSTERREICH, also known as Austria, is divided into regional entities called Bundesländer, or federal states. These Bundesländer function as Austria's primary regional divisions, each possessing jurisdiction over vital areas such as spatial planning, nature conservation, and building regulation. The federal states play a crucial role in the country's governance structure, particularly concerning the implementation of national policies at the regional level.

One of their significant responsibilities is designating areas and applying national energy strategies within their territories. The Bundesländer are central to advancing Austria's renewable energy objectives, especially in the deployment and expansion of photovoltaic (PV) systems and other renewable resources. Each federal state is not only empowered but also mandated to set and execute ambitious expansion targets for PV and other renewables. These targets form part of Austria's comprehensive renewable energy strategy and highlight a distributed, cooperative framework for implementation across the nation.

In this way, the Bundesländer act as both planners and executors of regional and national development, ensuring the effective integration of policy and practice in areas crucial to Austria’s environmental and sustainability goals. Their autonomy and active role ensure that Austria’s renewable energy ambitions, particularly regarding PV deployment, are tailored to local conditions while contributing to the overall national strategy.",33.0,93,"['e498566a78d36b3ce13304157993b9b4269045840f1d63663ab07328cc5c6a9ebc15f47c9ae340cbebf706bc8faebd35ccc4f11ae0aa4cb9a223345224329757'
 'e498566a78d36b3ce13304157993b9b4269045840f1d63663ab07328cc5c6a9ebc15f47c9ae340cbebf706bc8faebd35ccc4f11ae0aa4cb9a223345224329757'
 '23663988970639bea940978ccbd9150fd292856f2f31a1d587392606a64713d5dfeade66f1beea67d1cc0b0e93012337685e0eca3267f98c1695a466657a8b24'
 '41bd25afdc1cce74b36dd6db5e44e91354172fda16475ab6a3f6cf99bddc720aa91cb56b5ea1b1c4774c8c97017d6bb03c52ba2676d7cfaab1c73fed8ab82912']"
6e84aad7-7e0e-4d25-8546-2ca8a26a1c71,65,BUNDESLÄNDER,PV-ANLAGE,"The BUNDESLÄNDER, which are the federal states in Austria, play a significant role in supporting and advancing the adoption of PV-ANLAGE, or photovoltaic installations, within their regions. Each federal state deploys PV installations based on its own specific targets and development plans, which are designed to align with both regional needs and broader national goals for renewable energy expansion. To this end, the Bundesländer actively support and facilitate the widespread adoption and installation of PV-Anlagen, making photovoltaic technology a key component of their strategies to increase the share of renewables in their overall energy mix. These combined efforts by the Austrian Bundesländer demonstrate a strong commitment to accelerating the transition to sustainable energy and achieving ambitious renewable energy targets across the country.",16.0,31,"['e498566a78d36b3ce13304157993b9b4269045840f1d63663ab07328cc5c6a9ebc15f47c9ae340cbebf706bc8faebd35ccc4f11ae0aa4cb9a223345224329757'
 'e498566a78d36b3ce13304157993b9b4269045840f1d63663ab07328cc5c6a9ebc15f47c9ae340cbebf706bc8faebd35ccc4f11ae0aa4cb9a223345224329757']"
0d7a344b-6dc5-4522-9064-f96f0957e7ff,66,PV-ANLAGE,ENERGIEGEMEINSCHAFTEN,"PV-Anlagen are widely used within energy communities (Energiegemeinschaften), where they facilitate collective electricity production and consumption. These photovoltaic systems enable members of energy communities to jointly generate and consume electricity, promoting efficient and sustainable energy use among participants. By leveraging PV-Anlagen, energy communities can optimize energy self-sufficiency and share the benefits of renewable power generation.",14.0,34,"['e498566a78d36b3ce13304157993b9b4269045840f1d63663ab07328cc5c6a9ebc15f47c9ae340cbebf706bc8faebd35ccc4f11ae0aa4cb9a223345224329757'
 'e498566a78d36b3ce13304157993b9b4269045840f1d63663ab07328cc5c6a9ebc15f47c9ae340cbebf706bc8faebd35ccc4f11ae0aa4cb9a223345224329757']"
9628cda9-7a65-44f6-b51d-7b591dbeb58e,67,PV-ANLAGE,GRÜNER WASSERSTOFF,"PV-ANLAGE and GRÜNER WASSERSTOFF are closely interconnected within renewable energy systems. PV-ANLAGE refers to photovoltaic installations that produce electricity from solar energy. Often, these PV installations generate surplus electricity beyond immediate consumption needs. Rather than letting this excess go to waste, the surplus photovoltaic electricity is typically directed into systems that produce GRÜNER WASSERSTOFF, or green hydrogen. 

The conversion process involves using the surplus solar-generated electricity to perform electrolysis, splitting water into hydrogen and oxygen. The resulting green hydrogen serves multiple purposes—it can be stored and later used to generate electricity when solar output is low, or exported for use in various energy-intensive sectors such as industry and transport. This synergistic relationship maximizes the utilization of renewable energy output, enhances energy storage capabilities, and supports the broader transition to a low-carbon economy by integrating clean hydrogen as a versatile energy vector. Thus, PV-ANLAGE and GRÜNER WASSERSTOFF function together to convert and utilize surplus renewable electricity in a sustainable and efficient manner.",8.0,21,"['e498566a78d36b3ce13304157993b9b4269045840f1d63663ab07328cc5c6a9ebc15f47c9ae340cbebf706bc8faebd35ccc4f11ae0aa4cb9a223345224329757'
 'e498566a78d36b3ce13304157993b9b4269045840f1d63663ab07328cc5c6a9ebc15f47c9ae340cbebf706bc8faebd35ccc4f11ae0aa4cb9a223345224329757']"
ed2f86cd-c6ea-40a4-a408-468ad0f59cab,68,PV-ANLAGE,FREIFLÄCHEN-BIODIVERSITÄTSANLAGEN,"PV-ANLAGE refers to photovoltaic installations, commonly known as PV systems, which are designed to generate solar energy. Within this sector, Freiflächen-Biodiversitätsanlagen represent a specific application of PV-Anlagen that focuses on both energy production and ecological enhancement. These large-scale photovoltaic installations are a significant part of Austria’s PV-Anlage landscape. Freiflächen-Biodiversitätsanlagen are particularly designed to not only produce renewable energy from solar power but also to promote and support local biodiversity, integrating ecological goals with energy objectives. Thus, in Austria, Freiflächen-Biodiversitätsanlagen play a dual role as major contributors to the country’s solar energy capacity and as innovators in advancing biodiversity on open land used for PV-Anlagen.",14.0,22,"['e498566a78d36b3ce13304157993b9b4269045840f1d63663ab07328cc5c6a9ebc15f47c9ae340cbebf706bc8faebd35ccc4f11ae0aa4cb9a223345224329757'
 'e498566a78d36b3ce13304157993b9b4269045840f1d63663ab07328cc5c6a9ebc15f47c9ae340cbebf706bc8faebd35ccc4f11ae0aa4cb9a223345224329757']"
aa89739c-666e-45bd-a31c-e1ca73352316,69,PV-ANLAGE,AGRI-PV-ANLAGEN,"PV-ANLAGE refers to photovoltaic systems, commonly known as solar power installations, that are used to generate electricity from sunlight. Within this broader category, AGRI-PV-ANLAGEN represents a specialized sub-type. Agri-PV-Anlagen, or agricultural photovoltaic systems, are specifically designed to facilitate the combined use of land for both agricultural activities and photovoltaic electricity generation. This approach, also known as ""dual use,"" allows the same parcel of land to be utilized simultaneously for farming and for harnessing solar energy, thereby optimizing land efficiency and productivity. By integrating solar panels with agricultural operations, Agri-PV-Anlagen enable farmers to maintain crop or livestock production while also benefiting from renewable energy generation. This type of system supports sustainable land management by promoting both food and energy security, and helps increase the overall value and utility of agricultural areas. In summary, PV-ANLAGE encompasses a wide range of photovoltaic installations, of which Agri-PV-Anlagen is a distinct subset focused on dual land use for agriculture and solar electricity generation.",15.0,25,"['e498566a78d36b3ce13304157993b9b4269045840f1d63663ab07328cc5c6a9ebc15f47c9ae340cbebf706bc8faebd35ccc4f11ae0aa4cb9a223345224329757'
 'e498566a78d36b3ce13304157993b9b4269045840f1d63663ab07328cc5c6a9ebc15f47c9ae340cbebf706bc8faebd35ccc4f11ae0aa4cb9a223345224329757'
 '41bd25afdc1cce74b36dd6db5e44e91354172fda16475ab6a3f6cf99bddc720aa91cb56b5ea1b1c4774c8c97017d6bb03c52ba2676d7cfaab1c73fed8ab82912']"
34bd900f-ab47-461c-b35c-19e7337c4541,70,PV-ANLAGE,SOLARINDUSTRIE,"The Austrian solar industry, also referred to as the Solarindustrie, specializes in the manufacturing of photovoltaic (PV) components and systems designed for PV-Anlagen (photovoltaic systems). This sector not only produces the essential components required for PV-Anlagen but also actively supports the large-scale implementation of these solar energy systems. The Austrian solar industry’s activities cater to both domestic and international markets, highlighting its dual role in fostering the adoption of solar technology within Austria and contributing to the global solar sector. Through innovation, manufacturing excellence, and broad market support, the Austrian Solarindustrie plays a significant part in the advancement and distribution of PV-Anlagen solutions.",14.0,22,"['e498566a78d36b3ce13304157993b9b4269045840f1d63663ab07328cc5c6a9ebc15f47c9ae340cbebf706bc8faebd35ccc4f11ae0aa4cb9a223345224329757'
 'e498566a78d36b3ce13304157993b9b4269045840f1d63663ab07328cc5c6a9ebc15f47c9ae340cbebf706bc8faebd35ccc4f11ae0aa4cb9a223345224329757']"
55ae061b-29bc-4047-84eb-8f8bb23a9145,71,SOLARINDUSTRIE,PV-WERTSCHÖPFUNGSKETTE,"The Solarindustry encompasses all stages of the photovoltaic value chain, from innovation and production to application.",9.0,4,['e498566a78d36b3ce13304157993b9b4269045840f1d63663ab07328cc5c6a9ebc15f47c9ae340cbebf706bc8faebd35ccc4f11ae0aa4cb9a223345224329757']
0915d977-7c3a-4602-a1b3-e524e099b557,72,PV-ANLAGE,BIODIVERSITÄTS-SOLARPARKS,"PV-ANLAGE refers to photovoltaic systems designed to produce electricity from solar energy. Among these, Biodiversitäts-Solarparks stand out as a leading type, uniquely combining the goal of electricity production with the promotion of biodiversity. Biodiversitäts-Solarparks are specifically designed as PV-Anlagen that not only generate renewable energy but also foster biodiversity by creating habitats and supporting local ecosystems. These solar parks integrate features and management practices that encourage the presence of diverse plant and animal species, making them an innovative approach that aligns renewable energy generation with ecological enhancement.",14.0,22,"['e498566a78d36b3ce13304157993b9b4269045840f1d63663ab07328cc5c6a9ebc15f47c9ae340cbebf706bc8faebd35ccc4f11ae0aa4cb9a223345224329757'
 'e498566a78d36b3ce13304157993b9b4269045840f1d63663ab07328cc5c6a9ebc15f47c9ae340cbebf706bc8faebd35ccc4f11ae0aa4cb9a223345224329757']"
0b435199-cc9e-4b42-8ecf-ffc20fc4922d,73,BIODIVERSITÄTS-SOLARPARKS,FREIFLÄCHEN-BIODIVERSITÄTSANLAGEN,"Biodiversitäts-Solarparks and Freiflächen-Biodiversitätsanlagen are large-scale solar installations that emphasize both energy production and the promotion of biodiversity. Both entities are designed with dual energy-ecological functions, meaning they not only generate renewable energy via solar technologies but also are purposefully developed or managed to improve or maintain biodiversity within their respective sites. In practice, Biodiversitäts-Solarparks and Freiflächen-Biodiversitätsanlagen often overlap, as they are frequently implemented together with the shared goal of harmonizing ecological value with effective solar energy output. Their integrated approach contributes both to the transition toward sustainable energy and to the conservation of local ecosystems.",16.0,4,"['e498566a78d36b3ce13304157993b9b4269045840f1d63663ab07328cc5c6a9ebc15f47c9ae340cbebf706bc8faebd35ccc4f11ae0aa4cb9a223345224329757'
 'e498566a78d36b3ce13304157993b9b4269045840f1d63663ab07328cc5c6a9ebc15f47c9ae340cbebf706bc8faebd35ccc4f11ae0aa4cb9a223345224329757']"
415b3c5e-1871-4fd0-b0c0-f3ec79cf2e99,74,PV-ANLAGE,HANDWERKSBETRIEBE,"PV-Anlagen (photovoltaic systems) require skilled craft and artisan enterprises (Handwerksbetriebe) for both their installation and ongoing service. These Handwerksbetriebe play a crucial role in ensuring that PV-Anlagen are properly set up and maintained, highlighting the essential partnership between the photovoltaic industry and the craft sector. Without the expertise and services provided by these craft businesses, the successful implementation and sustained performance of PV-Anlagen would not be possible.",15.0,21,"['e498566a78d36b3ce13304157993b9b4269045840f1d63663ab07328cc5c6a9ebc15f47c9ae340cbebf706bc8faebd35ccc4f11ae0aa4cb9a223345224329757'
 'e498566a78d36b3ce13304157993b9b4269045840f1d63663ab07328cc5c6a9ebc15f47c9ae340cbebf706bc8faebd35ccc4f11ae0aa4cb9a223345224329757']"
52e7af28-d7f1-4bca-b377-0e0378da4cbf,75,PV-ANLAGE,FACHKRÄFTE,"PV-ANLAGE (photovoltaic systems) are installed and maintained by skilled professionals known as Fachkräfte. The widespread adoption and installation of PV-Anlagen, particularly in Austria, necessitate a substantial number of these skilled workers. Fachkräfte play a crucial role, ensuring the proper setup and ongoing maintenance of photovoltaic systems and supporting the country's transition to renewable energy. Their expertise is essential for scaling up the deployment of PV-Anlagen to meet increasing energy demands and sustainability goals.",15.0,22,"['e498566a78d36b3ce13304157993b9b4269045840f1d63663ab07328cc5c6a9ebc15f47c9ae340cbebf706bc8faebd35ccc4f11ae0aa4cb9a223345224329757'
 'e498566a78d36b3ce13304157993b9b4269045840f1d63663ab07328cc5c6a9ebc15f47c9ae340cbebf706bc8faebd35ccc4f11ae0aa4cb9a223345224329757']"
4d6d2ba9-da70-4272-b985-9a4109e29f78,76,AKTIVER KUNDE,PV-ANLAGE,"AKTIVER KUNDE refers to active customers who are individual users or residents primarily utilizing PV-ANLAGE, which are photovoltaic systems, for self-supply of electricity. These active customers may use either their own PV-Anlage or share communal PV-Anlagen to maximize their self-sufficiency in energy consumption. By doing so, they participate directly in the energy system, not only producing electricity for their own needs but also supporting sustainable energy practices. Through their engagement with PV-Anlagen, Aktiver Kunde plays a crucial role in decentralized energy production and consumption.",16.0,23,"['e498566a78d36b3ce13304157993b9b4269045840f1d63663ab07328cc5c6a9ebc15f47c9ae340cbebf706bc8faebd35ccc4f11ae0aa4cb9a223345224329757'
 'e498566a78d36b3ce13304157993b9b4269045840f1d63663ab07328cc5c6a9ebc15f47c9ae340cbebf706bc8faebd35ccc4f11ae0aa4cb9a223345224329757']"
eb30d910-2051-4d3a-b381-eb9c535afb03,77,BIOENERGIE,WINDENERGIE,"BIOENERGIE and WINDENERGIE are both vital renewable energy sources that play complementary roles in Austria's transition to cleaner energy. As key components of Austria’s diverse renewable energy mix, bioenergy and wind energy support each other in contributing to the country’s efforts to reduce reliance on fossil fuels and promote sustainability. Their combined strengths help to ensure a stable, resilient, and environmentally friendly energy supply as Austria advances its commitment to renewable energy development.",11.0,4,"['e498566a78d36b3ce13304157993b9b4269045840f1d63663ab07328cc5c6a9ebc15f47c9ae340cbebf706bc8faebd35ccc4f11ae0aa4cb9a223345224329757'
 'e498566a78d36b3ce13304157993b9b4269045840f1d63663ab07328cc5c6a9ebc15f47c9ae340cbebf706bc8faebd35ccc4f11ae0aa4cb9a223345224329757']"
2e2917f2-1537-404e-94c5-98095f5be787,78,BIOENERGIE,WASSERKRAFT,"BIOENERGIE and WASSERKRAFT, known respectively as bioenergy and hydropower, are both integral renewable energy sources that contribute significantly to Austria’s energy system. As key components of Austria’s renewable energy portfolio, they represent distinct sectors, each playing a critical role in the country’s transition towards sustainable energy. Bioenergy harnesses organic materials for fuel, while hydropower utilizes water resources to generate electricity. Together, they exemplify Austria’s commitment to diversifying its energy mix and reducing reliance on fossil fuels through the development and utilization of sustainable, renewable resources.",11.0,4,"['e498566a78d36b3ce13304157993b9b4269045840f1d63663ab07328cc5c6a9ebc15f47c9ae340cbebf706bc8faebd35ccc4f11ae0aa4cb9a223345224329757'
 'e498566a78d36b3ce13304157993b9b4269045840f1d63663ab07328cc5c6a9ebc15f47c9ae340cbebf706bc8faebd35ccc4f11ae0aa4cb9a223345224329757']"
1292568f-c2b9-4488-a5ed-e7ee0c1f8412,79,WASSERKRAFT,WINDENERGIE,"WASSERKRAFT (hydropower) and WINDENERGIE (wind energy) are both central to Austria’s renewable electricity production. They are emphasized as vital contributors to the country’s renewable energy system, playing key roles in advancing Austria’s transition to sustainable energy sources. Together, hydropower and wind energy form the backbone of Austria’s efforts to expand and strengthen its renewable electricity sector.",7.0,4,"['e498566a78d36b3ce13304157993b9b4269045840f1d63663ab07328cc5c6a9ebc15f47c9ae340cbebf706bc8faebd35ccc4f11ae0aa4cb9a223345224329757'
 'e498566a78d36b3ce13304157993b9b4269045840f1d63663ab07328cc5c6a9ebc15f47c9ae340cbebf706bc8faebd35ccc4f11ae0aa4cb9a223345224329757']"
e19bcd0c-85bf-45d4-b522-9dfe54a4e2d5,80,ÖSTERREICH,PV-ANLAGE,"Broad adoption of PV-Anlagen in Austria is a direct result of the national strategy and incentives, positioning Austria as an active partner in the European PV industry.",8.0,102,['e498566a78d36b3ce13304157993b9b4269045840f1d63663ab07328cc5c6a9ebc15f47c9ae340cbebf706bc8faebd35ccc4f11ae0aa4cb9a223345224329757']
8f00a61d-6e57-41b6-b61e-03daedd03b05,81,PV-ANLAGE,GEBÄUDEAUSSENTEILE,"Building exteriors increasingly act as standard locations for PV installation, integrating energy generation into building structures.",7.0,21,['e498566a78d36b3ce13304157993b9b4269045840f1d63663ab07328cc5c6a9ebc15f47c9ae340cbebf706bc8faebd35ccc4f11ae0aa4cb9a223345224329757']
f68ad46f-6ff2-4cf2-8b7e-fb70eecf6d9d,82,PV-ANLAGE,PV-WERTSCHÖPFUNGSKETTE,"PV-Anlagen are the endpoint of the PV value chain, which starts with innovation and manufacturing in Austria.",8.0,22,['e498566a78d36b3ce13304157993b9b4269045840f1d63663ab07328cc5c6a9ebc15f47c9ae340cbebf706bc8faebd35ccc4f11ae0aa4cb9a223345224329757']
177d91fd-6942-4a93-8188-feb23ad8d885,83,AKTIVER KUNDE,ENERGIEGEMEINSCHAFTEN,Active customers also participate in collective energy communities to generate and use local renewable electricity.,7.0,17,['e498566a78d36b3ce13304157993b9b4269045840f1d63663ab07328cc5c6a9ebc15f47c9ae340cbebf706bc8faebd35ccc4f11ae0aa4cb9a223345224329757']
e301ce37-fdf0-4c36-aa0c-503a609848be,84,ÖSTERREICHISCHE PHOTOVOLTAIK-STRATEGIE,INTEGRIERTER ÖSTERREICHISCHER NETZINFRASTRUKTURPLAN (NIP),The Photovoltaic Strategy relies on estimates and targets derived from the Integrated Austrian Network Infrastructure Plan for expansion potential.,8.0,45,['f9e54ba797ff2b80a5f0e5f24e3901236ac4130e4e84d01615e67bc810b290cd5ac7c08f71a782797073050d512eda2695c3659569deba0d4bd5c3ab6195784a']
622d2619-15a3-4c1f-94ba-714b10ac8004,85,INTEGRIERTER ÖSTERREICHISCHER NETZINFRASTRUKTURPLAN (NIP),UMWELTBUNDESAMT,The NIP uses projections and scenario analyses from Umweltbundesamt (Transition 2040) for energy and emissions planning.,9.0,8,['f9e54ba797ff2b80a5f0e5f24e3901236ac4130e4e84d01615e67bc810b290cd5ac7c08f71a782797073050d512eda2695c3659569deba0d4bd5c3ab6195784a']
ebc26e96-410e-4502-a368-33e1a2b78ec1,86,UMWELTBUNDESAMT,TRANSITION 2040,Umweltbundesamt is responsible for the creation and publication of the Transition 2040 scenario.,10.0,3,['f9e54ba797ff2b80a5f0e5f24e3901236ac4130e4e84d01615e67bc810b290cd5ac7c08f71a782797073050d512eda2695c3659569deba0d4bd5c3ab6195784a']
aa4a8c35-ffc8-48fa-b27d-77ef5e571f99,87,BMK,P. BIERMAYR,"BMK is recognized as the publisher of a market development report authored by P. Biermayr. The report was either monitored or published under the guidance or auspices of BMK, indicating BMK’s involvement in overseeing the publication process or providing institutional support. P. Biermayr is specifically credited as the author of this report, highlighting his authorship and contribution to its content. This relationship establishes BMK as the responsible publishing entity and P. Biermayr as the primary author, with BMK ensuring the report’s publication and possibly its quality or adherence to organizational standards.",14.0,17,"['f9e54ba797ff2b80a5f0e5f24e3901236ac4130e4e84d01615e67bc810b290cd5ac7c08f71a782797073050d512eda2695c3659569deba0d4bd5c3ab6195784a'
 '06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc']"
96081e7c-0fde-495b-a3b3-0ca8c27b4e95,88,PHOTOVOLTAIKANLAGEN,ÖSTERREICH,Photovoltaic installations contribute significantly to the Austrian energy mix and are a focus of national expansion policy.,10.0,95,['f9e54ba797ff2b80a5f0e5f24e3901236ac4130e4e84d01615e67bc810b290cd5ac7c08f71a782797073050d512eda2695c3659569deba0d4bd5c3ab6195784a']
d9f403be-cc3e-4573-acd6-5f74c1ea4f9c,89,AGRI-PV-ANLAGEN,ERNEUERBAREN-AUSBAU-GESETZ,Agri-PV installations are promoted and subsidized according to provisions in the Renewable Expansion Act.,9.0,10,['f9e54ba797ff2b80a5f0e5f24e3901236ac4130e4e84d01615e67bc810b290cd5ac7c08f71a782797073050d512eda2695c3659569deba0d4bd5c3ab6195784a']
5d0d9171-5395-4d4d-82b4-c0d8672390ef,90,ENERGIEGEMEINSCHAFTEN,ÖSTERREICH,Energy communities are established across Austria to facilitate citizen participation in the energy transition.,8.0,96,['f9e54ba797ff2b80a5f0e5f24e3901236ac4130e4e84d01615e67bc810b290cd5ac7c08f71a782797073050d512eda2695c3659569deba0d4bd5c3ab6195784a']
9aa1e3a4-cf24-47c8-b435-5811f65c283b,91,MEHRFAMILIENHÄUSER,ENERGIEGEMEINSCHAFTEN,Residents in multi-family buildings participate in energy communities for shared renewable generation.,7.0,15,['f9e54ba797ff2b80a5f0e5f24e3901236ac4130e4e84d01615e67bc810b290cd5ac7c08f71a782797073050d512eda2695c3659569deba0d4bd5c3ab6195784a']
4192936f-5c3a-490f-aa71-0acba1a582fc,92,AKTIVER KUNDE,EUROPÄISCHES PARLAMENT UND RAT,"The definition and rights of ""Aktiver Kunde"" are established by an EU directive from the European Parliament and Council.",1.0,4,['f9e54ba797ff2b80a5f0e5f24e3901236ac4130e4e84d01615e67bc810b290cd5ac7c08f71a782797073050d512eda2695c3659569deba0d4bd5c3ab6195784a']
ccaec5fd-2d4e-4889-b6b9-fcfa94b00363,93,STROMNETZ,PHOTOVOLTAIKANLAGEN,"PV installations must be connected to the public grid for electricity distribution, representing a key infrastructure challenge in expanding renewable generation.",9.0,19,['f9e54ba797ff2b80a5f0e5f24e3901236ac4130e4e84d01615e67bc810b290cd5ac7c08f71a782797073050d512eda2695c3659569deba0d4bd5c3ab6195784a']
4424c836-8456-40b2-b635-80be84904010,94,TEILNEHMER:INNEN MEHRFAMILIENHÄUSER,ENERGIEGEMEINSCHAFTEN,Residents of multi-family houses participate in local energy communities to benefit from shared PV energy.,8.0,15,['f9e54ba797ff2b80a5f0e5f24e3901236ac4130e4e84d01615e67bc810b290cd5ac7c08f71a782797073050d512eda2695c3659569deba0d4bd5c3ab6195784a']
1bcc1910-b8ca-49ac-834e-d067b647b265,95,BETREIBER:INNEN DER PV-ANLAGEN,PHOTOVOLTAIKANLAGEN,PV operators manage and optimize the output and participation of photovoltaic installations in energy markets.,9.0,14,['f9e54ba797ff2b80a5f0e5f24e3901236ac4130e4e84d01615e67bc810b290cd5ac7c08f71a782797073050d512eda2695c3659569deba0d4bd5c3ab6195784a']
