id,source,source_type,target,target_type,relation_type,modality,description,weight,combined_degree,text_unit_ids,source_supported,primary_classification,relation_type_correct,modality_correct,direction_correct,endpoints_correct,description_problem,likely_pipeline_stage,audit_notes
10f95828-ee65-429e-ab6c-7b4a50f47b2d,E-CONTROL,ORGANIZATION,PHOTOVOLTAIK-STRATEGIE,POLICY,ASSOCIATED_WITH,EXPLICIT_FACT,[RELATION_TYPE=ASSOCIATED_WITH] [MODALITY=EXPLICIT_FACT] E-Control is identified as a significant actor in grid expansion and operation in the strategy.,7.0,29,['50fb8f6506c2271985ee7ffe42523d2eb06abbd85be8ea5021ae2d36d260f6f63d177e59ca2da764eeaeb4a953c841282dbf214859a753f968cb6e6cb86e0c72'],,,,,,,,,
d0463d27-3e45-4a57-8007-103e97b573c4,LANDWIRTSCHAFT,STAKEHOLDER,AGRI-PV-ANLAGE,TECHNOLOGY,BENEFITS_FROM,EXPLICIT_FACT,[RELATION_TYPE=BENEFITS_FROM] [MODALITY=EXPLICIT_FACT] The agricultural sector gains new income opportunities and improved land efficiency through Agri-PV installations.,9.0,9,['23663988970639bea940978ccbd9150fd292856f2f31a1d587392606a64713d5dfeade66f1beea67d1cc0b0e93012337685e0eca3267f98c1695a466657a8b24'],,,,,,,,,
bc3479fb-3669-4f0d-a64a-a03c6de0e1eb,AKTIVE KUND:INNEN,STAKEHOLDER,GEMEINSCHAFTLICHE ERZEUGUNGSANLAGEN (GEA),TECHNOLOGY,CAN_USE,EXPLICIT_FACT,[RELATION_TYPE=CAN_USE] [MODALITY=EXPLICIT_FACT] [STATUS=PLANNED] Active customers will be able to jointly use energy generated in communal installations.,10.0,6,['05802f69e17001a506260c74ca400f6a1368fbf0132720e670d13ffd39c31d615ca94e0ffc071332bd317faa48542bde7970720b9f035d496136fc5d6bbb8ca5'],,,,,,,,,
6cb158e7-8bf6-4ae2-8d67-58404c14c37d,UMWELTVERTRÄGLICHKEITSPRÜFUNG (UVP),CONSTRAINT,PHOTOVOLTAIK,TECHNOLOGY,CONSTRAINS,EXPLICIT_FACT,[RELATION_TYPE=CONSTRAINS] [MODALITY=EXPLICIT_FACT] Environmental Impact Assessment requirements are referenced as relevant to permitting and deploying photovoltaic installations.,8.0,86,['6927535991c09031efd0df39ec21591dd3bb460da14c01bc36d343f0078b726ed44d06a0c6bb518236ea61ed8c8b15365630cf185b8012e963898f2e117f7d8a'],,,,,,,,,
705e05ed-d10e-47ab-8950-6b56bdda44da,PHOTOVOLTAIK-ERZEUGUNGSSPITZEN,CONSTRAINT,STROMNETZ,INFRASTRUCTURE,CONSTRAINS,EXPLICIT_FACT,"[RELATION_TYPE=CONSTRAINS] [MODALITY=EXPLICIT_FACT] PV generation peaks cannot be completely absorbed by the public electricity grid, representing a technical constraint.",10.0,16,['6a1a5132f360531b1174e0eac2b2c5b6ece3b0771a8037231306baf0af8e8ca23de435f581fc62d6794cab81a5dadf3235b66eda56c331a0043621c688fbe302'],,,,,,,,,
597671e0-7a37-4c0b-a17b-001abe3e86c1,EXPORT VON PV-TECHNOLOGIE UND KOMPONENTEN,MARKET_METRIC,ÖSTERREICHISCHE UNTERNEHMEN,ORGANIZATION,CONTRIBUTES_TO,EXPLICIT_FACT,[RELATION_TYPE=CONTRIBUTES_TO] [MODALITY=EXPLICIT_FACT] Austrian companies are noted for exporting innovative PV technologies/components globally.,9.0,6,['e498566a78d36b3ce13304157993b9b4269045840f1d63663ab07328cc5c6a9ebc15f47c9ae340cbebf706bc8faebd35ccc4f11ae0aa4cb9a223345224329757'],,,,,,,,,
30e1ca91-3714-431c-879f-628cd1c2cb0b,ÖSTERREICHISCHE PHOTOVOLTAIK-STRATEGIE,POLICY,KLIMANEUTRALITÄT IN ÖSTERREICH BIS 2040,TARGET,CONTRIBUTES_TO,EXPLICIT_FACT,[RELATION_TYPE=CONTRIBUTES_TO] [MODALITY=EXPLICIT_FACT] The strategy identifies photovoltaic expansion as a key pillar for achieving climate neutrality in Austria by 2040.,9.0,49,['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475'],,,,,,,,,
a22feef3-0735-4963-95d2-a7f7e91a4849,KLIMA- UND ENERGIEFONDS,ORGANIZATION,"PV-FÖRDERUNG — 600 MIO. EUR (ÖSTERREICH, 2023)",MARKET_METRIC,FUNDS,EXPLICIT_FACT,[RELATION_TYPE=FUNDS] [MODALITY=EXPLICIT_FACT] The Climate and Energy Fund co-financed PV expansion in 2023.,9.0,11,['50fb8f6506c2271985ee7ffe42523d2eb06abbd85be8ea5021ae2d36d260f6f63d177e59ca2da764eeaeb4a953c841282dbf214859a753f968cb6e6cb86e0c72'],,,,,,,,,
4ad3aeff-bab9-40c2-a2aa-5f25a7fad8dc,ERNEUERBAREN-AUSBAU-GESETZ (EAG),POLICY,"PV-FÖRDERUNG — 600 MIO. EUR (ÖSTERREICH, 2023)",MARKET_METRIC,FUNDS,EXPLICIT_FACT,[RELATION_TYPE=FUNDS] [MODALITY=EXPLICIT_FACT] 600 million EUR in PV support in 2023 were disbursed under the EAG.,9.0,13,['50fb8f6506c2271985ee7ffe42523d2eb06abbd85be8ea5021ae2d36d260f6f63d177e59ca2da764eeaeb4a953c841282dbf214859a753f968cb6e6cb86e0c72'],,,,,,,,,
c300af30-71f2-4e0e-b599-0e1a5e6f2ef7,ÖSTERREICH,GEOGRAPHIC_AREA,100% BILANZIELL ERNEUERBARER STROMVERBRAUCH BIS 2030,TARGET,HAS_TARGET,EXPLICIT_FACT,[RELATION_TYPE=HAS_TARGET] [MODALITY=EXPLICIT_FACT] Austria has set the official target of 100 percent renewable electricity on a national balance by 2030.,10.0,57,['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475'],,,,,,,,,
9b7cbe8a-5911-4f4b-9096-0a34e3d066fc,ÖSTERREICH,GEOGRAPHIC_AREA,PHOTOVOLTAIK-AUSBAUPOTENZIAL — 41 TWH BIS 2040,TARGET,HAS_TARGET,EXPLICIT_FACT,[RELATION_TYPE=HAS_TARGET] [MODALITY=EXPLICIT_FACT] Austria’s PV expansion potential of 41 TWh by 2040 is determined within the ÖNIP.,10.0,54,['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475'],,,,,,,,,
ec55dab5-8fe1-49ce-ad80-efdd33300804,AKTIONSPLAN NETZANSCHLUSS,POLICY,E-CONTROL,ORGANIZATION,IMPLEMENTED,EXPLICIT_FACT,[RELATION_TYPE=IMPLEMENTED] [MODALITY=EXPLICIT_FACT] [STATUS=ADOPTED] The grid connection action plan was published and is led by E-Control in July 2023.,9.0,9,['2d9fdebd364caf6ea226dc0ee6624e0c2d54fc65848a9cd18f9b868675333d5be302c20a6cbb1b4f9503e536f5051a60a8783cd3657ab2cf1f9daf65be366c76'],,,,,,,,,
2aba7b0b-3a3f-4ea5-8f51-aac957ef349b,ABSCHLÄGE BEI PV-FREIFLÄCHENANLAGEN,SUPPORT_SCHEME,ERNEUERBAREN-AUSBAU-GESETZ (EAG),POLICY,IMPLEMENTED_BY,EXPLICIT_FACT,[RELATION_TYPE=IMPLEMENTED_BY] [MODALITY=EXPLICIT_FACT] Financial deductions for ground-mounted PV installations are implemented by the Renewable Expansion Act (EAG).,10.0,13,['23663988970639bea940978ccbd9150fd292856f2f31a1d587392606a64713d5dfeade66f1beea67d1cc0b0e93012337685e0eca3267f98c1695a466657a8b24'],,,,,,,,,
2ae38197-1a9a-42be-8007-156af0095f26,ZUSCHLÄGE BEI INNOVATIVEN ANLAGENFORMEN,SUPPORT_SCHEME,ERNEUERBAREN-AUSBAU-GESETZ (EAG),POLICY,IMPLEMENTED_BY,EXPLICIT_FACT,[RELATION_TYPE=IMPLEMENTED_BY] [MODALITY=EXPLICIT_FACT] Financial premiums for innovative PV system types are implemented via the Renewable Expansion Act (EAG).,10.0,12,['23663988970639bea940978ccbd9150fd292856f2f31a1d587392606a64713d5dfeade66f1beea67d1cc0b0e93012337685e0eca3267f98c1695a466657a8b24'],,,,,,,,,
2aa29939-4299-47b6-aea2-a0afdf2a1e12,ÖSTERREICH,GEOGRAPHIC_AREA,SOLAR-CHARTA,POLICY,IMPLEMENTS,EXPLICIT_FACT,[RELATION_TYPE=IMPLEMENTS] [MODALITY=EXPLICIT_FACT] [STATUS=ONGOING] Austria is an official signatory of the Solar-Charta as of April 2024.,10.0,55,['7a01190bcf30936758d004f89d7553c62632e91427f92e6420a9e453f2c5d92ab18ae9e62c46bc28aeb398621b28cfd3af89bf2317c887a5eec276b5b7a51052'],,,,,,,,,
