id,source,source_type,target,target_type,relation_type,modality,description,weight,combined_degree,text_unit_ids,source_supported,primary_classification,relation_type_correct,modality_correct,direction_correct,endpoints_correct,description_problem,likely_pipeline_stage,audit_notes
bedc3809-f7cb-4dfc-b12d-f4529ff260e4,PHOTOVOLTAIK,TECHNOLOGY,BREITE SICHTBARKEIT DER PV-INSTALLATIONEN,MARKET_METRIC,MEASURED_BY,EXPLICIT_FACT,[RELATION_TYPE=MEASURED_BY] [MODALITY=EXPLICIT_FACT] PV installations are highly visible and their broad societal presence is noted as a factual characteristic.,10.0,87,['06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc'],YES,DIRECTLY_SUPPORTED_BY_SOURCE,NO,YES,YES,YES,"Broad visibility is a qualitative characteristic of PV installations, not a measurement used to quantify photovoltaics.",RELATIONSHIP_TYPE_SELECTION,HAS_CHARACTERISTIC or ASSOCIATED_WITH would be more suitable than MEASURED_BY.
7fda9063-4820-4064-bc10-75c076ad166e,PHOTOVOLTAIK,TECHNOLOGY,PHOTOVOLTAIKANTEIL AN DER STROMVERSORGUNG — CA. 10 % (AKTUELL),MARKET_METRIC,MEASURED_BY,EXPLICIT_FACT,[RELATION_TYPE=MEASURED_BY] [MODALITY=EXPLICIT_FACT] The current share of photovoltaics in Austria’s electricity supply is approximately 10%.,10.0,87,['05802f69e17001a506260c74ca400f6a1368fbf0132720e670d13ffd39c31d615ca94e0ffc071332bd317faa48542bde7970720b9f035d496136fc5d6bbb8ca5'],PARTIAL,OVERGENERALIZED,YES,PARTIAL,YES,YES,"The source connects the approximately 10% value to the end of 2023, while the generated relationship calls it current without retaining the year.",RELATIONSHIP_DESCRIPTION_SUMMARIZATION,"The numerical value is supported, but its temporal context was weakened."
af2f03fa-b89e-4f35-8470-abe9a7e346ec,PHOTOVOLTAIK,TECHNOLOGY,"ANTEIL PHOTOVOLTAIK AN GESAMTER ENERGIEVERSORGUNG — 20 % (ÖSTERREICH, 2040)",TARGET,CONTRIBUTES_TO,SCENARIO,[RELATION_TYPE=CONTRIBUTES_TO] [MODALITY=SCENARIO] PV expansion is identified as enabling 20% of total energy supply if the energy system is sufficiently electrified.,9.0,87,['50e06bf07ca2ce3a4e0dc0520305a36334e339dc022e32de2a78b62769102078202b01514330a1c4939e30fdb8f4d3884f790c7814b2e95e9bdb0894b3323a4e'],YES,DIRECTLY_SUPPORTED_BY_SOURCE,YES,YES,YES,YES,This relationship substantially duplicates another 20% by 2040 PV-energy-supply relationship.,ENTITY_AND_RELATIONSHIP_RESOLUTION,"The claim is supported, but duplicated target entities create redundant relationships."
2777d454-1bf8-4f58-97fa-d159317c57d9,NACHHALTIGE UND GÜNSTIGE STROMVERSORGUNG,TARGET,PHOTOVOLTAIK,TECHNOLOGY,CONTRIBUTES_TO,EXPLICIT_FACT,[RELATION_TYPE=CONTRIBUTES_TO] [MODALITY=EXPLICIT_FACT] Expanding photovoltaics is stated to contribute to a sustainable and affordable electricity supply.,10.0,86,['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475'],YES,WRONG_DIRECTION_OR_ENDPOINTS,YES,YES,NO,YES,"The description says PV expansion contributes to sustainable and affordable electricity, but the stored edge points in the opposite direction.",RELATIONSHIP_DIRECTION,The correct direction is PHOTOVOLTAIK CONTRIBUTES_TO NACHHALTIGE UND GÜNSTIGE STROMVERSORGUNG.
83a5c0cc-9bba-48e9-88fc-0f22187757f2,ENERGIEUNABHÄNGIGKEIT ÖSTERREICHS,TARGET,PHOTOVOLTAIK,TECHNOLOGY,CONTRIBUTES_TO,EXPLICIT_FACT,[RELATION_TYPE=CONTRIBUTES_TO] [MODALITY=EXPLICIT_FACT] The expansion of photovoltaics strengthens Austria's energy independence.,10.0,86,['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475'],YES,WRONG_DIRECTION_OR_ENDPOINTS,YES,YES,NO,YES,"The source says renewable-energy and PV expansion strengthen energy independence, but the stored edge points from energy independence to PV.",RELATIONSHIP_DIRECTION,The direction should run from PHOTOVOLTAIK to ENERGIEUNABHÄNGIGKEIT ÖSTERREICHS.
652c1c6b-e139-49e5-bd45-a7851ad5eba2,ARBEITSPLÄTZE DURCH PHOTOVOLTAIK,TARGET,PHOTOVOLTAIK,TECHNOLOGY,CONTRIBUTES_TO,EXPLICIT_FACT,[RELATION_TYPE=CONTRIBUTES_TO] [MODALITY=EXPLICIT_FACT] Increasing domestic value creation and jobs are identified as outcomes of PV expansion.,10.0,86,['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475'],YES,WRONG_DIRECTION_OR_ENDPOINTS,YES,YES,NO,YES,"Jobs and domestic value creation are described as outcomes of PV expansion, but the stored edge points from jobs to PV.",RELATIONSHIP_DIRECTION,The direction should run from PHOTOVOLTAIK to ARBEITSPLÄTZE DURCH PHOTOVOLTAIK.
42d6dbd5-6191-4356-8174-550fd56a096e,ÖSTERREICHISCHE PHOTOVOLTAIK-STRATEGIE,POLICY,GESCHWINDIGKEIT UND METHODIK DES PV-AUSBAUS,CONSTRAINT,ALIAS_OF,EXPLICIT_FACT,[RELATION_TYPE=ALIAS_OF] [MODALITY=EXPLICIT_FACT] The strategy highlights the speed and methodology of PV expansion as key criteria for energy transition success.,7.0,47,['50e06bf07ca2ce3a4e0dc0520305a36334e339dc022e32de2a78b62769102078202b01514330a1c4939e30fdb8f4d3884f790c7814b2e95e9bdb0894b3323a4e'],NO,UNSUPPORTED,NO,NO,YES,YES,The strategy is not an alias of the speed and methodology of PV expansion. These are entirely different concepts.,RELATIONSHIP_TYPE_SELECTION,"The source discusses the importance of expansion speed and methodology, but it does not support an ALIAS_OF relationship."
31bd2084-7db8-4cfc-9174-42b893c0185a,FÜHRENDE FORSCHUNGSEINRICHTUNGEN IM BEREICH DER PHOTOVOLTAIK,ORGANIZATION,FORSCHUNGSEINRICHTUNGEN IM BEREICH DER PHOTOVOLTAIK,ORGANIZATION,ALIAS_OF,EXPLICIT_FACT,[RELATION_TYPE=ALIAS_OF] [MODALITY=EXPLICIT_FACT] Leading research institutions in PV are described as a major part of the overall field of PV research institutions.,10.0,3,['06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc'],NO,UNSUPPORTED,NO,NO,YES,YES,Leading PV research institutions are not aliases of the broader category of all PV research institutions.,RELATIONSHIP_TYPE_SELECTION,"A subset or PART_OF relationship might be defensible, but ALIAS_OF is not supported."
e58d9297-6532-4908-b204-7ae1afa5f15e,RICHTLINIE (EU) 2023/2413 (RED III),POLICY,RICHTLINIE (EU) 2018/2001,POLICY,AMENDS,EXPLICIT_FACT,[RELATION_TYPE=AMENDS] [MODALITY=EXPLICIT_FACT] RED III is stated as amending Directive 2018/2001.,9.0,5,['6927535991c09031efd0df39ec21591dd3bb460da14c01bc36d343f0078b726ed44d06a0c6bb518236ea61ed8c8b15365630cf185b8012e963898f2e117f7d8a'],YES,DIRECTLY_SUPPORTED_BY_SOURCE,YES,YES,YES,YES,,NONE,RED III explicitly amends Directive (EU) 2018/2001.
22fc3157-fa1a-4945-a6de-edcd4d6d6e0d,REGULATORISCHE VORGABEN UND VERPFLICHTUNGEN,POLICY,VERSIEGELTE FLÄCHEN,INFRASTRUCTURE,APPLIES_TO,EXPLICIT_FACT,[RELATION_TYPE=APPLIES_TO] [MODALITY=EXPLICIT_FACT] Regulatory requirements and obligations aim to mobilize already-used or sealed surfaces for PV installations.,8.0,5,['23663988970639bea940978ccbd9150fd292856f2f31a1d587392606a64713d5dfeade66f1beea67d1cc0b0e93012337685e0eca3267f98c1695a466657a8b24'],YES,DIRECTLY_SUPPORTED_BY_SOURCE,YES,NO,YES,YES,"Mobilising sealed or previously used surfaces is presented as a policy objective or proposed measure, not merely as an existing fact.",MODALITY_CLASSIFICATION,"APPLIES_TO is acceptable, but PLANNED_ACTION or RECOMMENDATION is more accurate than EXPLICIT_FACT."
b0f6cae1-8f6f-4ba0-8c31-d6edbb1f7b76,KLARE ZIELE DER BUNDESLÄNDER UND GEMEINDEN,POLICY,GEMEINDE,GEOGRAPHIC_AREA,APPLIES_TO,EXPLICIT_FACT,[RELATION_TYPE=APPLIES_TO] [MODALITY=EXPLICIT_FACT] Clarity of targets is needed for Austrian municipalities to enable necessary PV expansion.,8.0,6,['41bd25afdc1cce74b36dd6db5e44e91354172fda16475ab6a3f6cf99bddc720aa91cb56b5ea1b1c4774c8c97017d6bb03c52ba2676d7cfaab1c73fed8ab82912'],PARTIAL,WRONG_DIRECTION_OR_ENDPOINTS,NO,YES,NO,PARTIAL,The source says clear municipal and state targets are required. It does not state that abstract targets apply to the entity GEMEINDE in this direction.,RELATIONSHIP_DIRECTION_AND_ENDPOINT_SELECTION,A better relationship is GEMEINDE HAS_TARGET PV-AUSBAUZIEL.
e5b38d0c-127c-4362-b508-33a84cb2cdd0,BMK-AUSBILDUNGSINITIATIVE „JUST TRANSITION“,SUPPORT_SCHEME,QUALIFIZIERUNGSVERBUND-AUSBILDUNGSOFFENSIVE,SUPPORT_SCHEME,ASSOCIATED_WITH,EXPLICIT_FACT,[RELATION_TYPE=ASSOCIATED_WITH] [MODALITY=EXPLICIT_FACT] The training offensive in qualification alliances is part of the broad support for energy-transition relevant apprenticeships under Just Transition.,8.0,8,['7a01190bcf30936758d004f89d7553c62632e91427f92e6420a9e453f2c5d92ab18ae9e62c46bc28aeb398621b28cfd3af89bf2317c887a5eec276b5b7a51052'],YES,DIRECTLY_SUPPORTED_BY_SOURCE,YES,YES,YES,YES,,NONE,The source explicitly connects the Just Transition training initiative with training offensives in qualification alliances.
10f95828-ee65-429e-ab6c-7b4a50f47b2d,E-CONTROL,ORGANIZATION,PHOTOVOLTAIK-STRATEGIE,POLICY,ASSOCIATED_WITH,EXPLICIT_FACT,[RELATION_TYPE=ASSOCIATED_WITH] [MODALITY=EXPLICIT_FACT] E-Control is identified as a significant actor in grid expansion and operation in the strategy.,7.0,29,['50fb8f6506c2271985ee7ffe42523d2eb06abbd85be8ea5021ae2d36d260f6f63d177e59ca2da764eeaeb4a953c841282dbf214859a753f968cb6e6cb86e0c72'],PARTIAL,REASONABLE_INFERENCE_NOT_EXPLICIT,YES,NO,YES,YES,"E-Control is referenced through grid-connection actions and flexibility studies, but its description as a significant strategy actor is a synthesis.",RELATIONSHIP_INFERENCE,"The association is reasonable, but EXPLICIT_FACT overstates the directness of the claim."
d0463d27-3e45-4a57-8007-103e97b573c4,LANDWIRTSCHAFT,STAKEHOLDER,AGRI-PV-ANLAGE,TECHNOLOGY,BENEFITS_FROM,EXPLICIT_FACT,[RELATION_TYPE=BENEFITS_FROM] [MODALITY=EXPLICIT_FACT] The agricultural sector gains new income opportunities and improved land efficiency through Agri-PV installations.,9.0,9,['23663988970639bea940978ccbd9150fd292856f2f31a1d587392606a64713d5dfeade66f1beea67d1cc0b0e93012337685e0eca3267f98c1695a466657a8b24'],YES,DIRECTLY_SUPPORTED_BY_SOURCE,YES,YES,YES,YES,,NONE,The source explicitly states that Agri-PV provides agriculture with new income opportunities and improves land-use efficiency.
bc3479fb-3669-4f0d-a64a-a03c6de0e1eb,AKTIVE KUND:INNEN,STAKEHOLDER,GEMEINSCHAFTLICHE ERZEUGUNGSANLAGEN (GEA),TECHNOLOGY,CAN_USE,EXPLICIT_FACT,[RELATION_TYPE=CAN_USE] [MODALITY=EXPLICIT_FACT] [STATUS=PLANNED] Active customers will be able to jointly use energy generated in communal installations.,10.0,6,['05802f69e17001a506260c74ca400f6a1368fbf0132720e670d13ffd39c31d615ca94e0ffc071332bd317faa48542bde7970720b9f035d496136fc5d6bbb8ca5'],YES,DIRECTLY_SUPPORTED_BY_SOURCE,YES,PARTIAL,YES,YES,"The output combines EXPLICIT_FACT with STATUS=PLANNED, creating ambiguity about whether the arrangement is existing or prospective.",MODALITY_AND_STATUS_CLASSIFICATION,"The active-customer use relationship is supported, but its legal or implementation status requires more precise representation."
6cb158e7-8bf6-4ae2-8d67-58404c14c37d,UMWELTVERTRÄGLICHKEITSPRÜFUNG (UVP),CONSTRAINT,PHOTOVOLTAIK,TECHNOLOGY,CONSTRAINS,EXPLICIT_FACT,[RELATION_TYPE=CONSTRAINS] [MODALITY=EXPLICIT_FACT] Environmental Impact Assessment requirements are referenced as relevant to permitting and deploying photovoltaic installations.,8.0,86,['6927535991c09031efd0df39ec21591dd3bb460da14c01bc36d343f0078b726ed44d06a0c6bb518236ea61ed8c8b15365630cf185b8012e963898f2e117f7d8a'],PARTIAL,REASONABLE_INFERENCE_NOT_EXPLICIT,PARTIAL,NO,YES,YES,"Environmental assessment requirements are relevant to permitting, but describing UVP categorically as constraining photovoltaics is an interpretation.",RELATIONSHIP_INFERENCE,A more neutral relationship such as APPLIES_TO or REGULATES would be preferable.
705e05ed-d10e-47ab-8950-6b56bdda44da,PHOTOVOLTAIK-ERZEUGUNGSSPITZEN,CONSTRAINT,STROMNETZ,INFRASTRUCTURE,CONSTRAINS,EXPLICIT_FACT,"[RELATION_TYPE=CONSTRAINS] [MODALITY=EXPLICIT_FACT] PV generation peaks cannot be completely absorbed by the public electricity grid, representing a technical constraint.",10.0,16,['6a1a5132f360531b1174e0eac2b2c5b6ece3b0771a8037231306baf0af8e8ca23de435f581fc62d6794cab81a5dadf3235b66eda56c331a0043621c688fbe302'],YES,DIRECTLY_SUPPORTED_BY_SOURCE,YES,YES,YES,YES,,NONE,The source explicitly describes difficulties absorbing photovoltaic generation peaks in the public electricity grid.
597671e0-7a37-4c0b-a17b-001abe3e86c1,EXPORT VON PV-TECHNOLOGIE UND KOMPONENTEN,MARKET_METRIC,ÖSTERREICHISCHE UNTERNEHMEN,ORGANIZATION,CONTRIBUTES_TO,EXPLICIT_FACT,[RELATION_TYPE=CONTRIBUTES_TO] [MODALITY=EXPLICIT_FACT] Austrian companies are noted for exporting innovative PV technologies/components globally.,9.0,6,['e498566a78d36b3ce13304157993b9b4269045840f1d63663ab07328cc5c6a9ebc15f47c9ae340cbebf706bc8faebd35ccc4f11ae0aa4cb9a223345224329757'],YES,WRONG_DIRECTION_OR_ENDPOINTS,NO,YES,NO,YES,The source describes Austrian companies as exporting PV technologies and components. The stored edge incorrectly runs from the export activity to the companies.,RELATIONSHIP_DIRECTION,A better relationship is ÖSTERREICHISCHE UNTERNEHMEN EXPORTS PV-TECHNOLOGIE UND KOMPONENTEN.
30e1ca91-3714-431c-879f-628cd1c2cb0b,ÖSTERREICHISCHE PHOTOVOLTAIK-STRATEGIE,POLICY,KLIMANEUTRALITÄT IN ÖSTERREICH BIS 2040,TARGET,CONTRIBUTES_TO,EXPLICIT_FACT,[RELATION_TYPE=CONTRIBUTES_TO] [MODALITY=EXPLICIT_FACT] The strategy identifies photovoltaic expansion as a key pillar for achieving climate neutrality in Austria by 2040.,9.0,49,['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475'],YES,REASONABLE_INFERENCE_NOT_EXPLICIT,PARTIAL,NO,YES,YES,"The strategy identifies measures intended to support climate neutrality, but the strategy document itself does not directly cause climate neutrality.",RELATIONSHIP_INFERENCE,"SUPPORTS or SETS_TARGET_FOR would be more cautious than CONTRIBUTES_TO, and the 2040 outcome is a target."
a22feef3-0735-4963-95d2-a7f7e91a4849,KLIMA- UND ENERGIEFONDS,ORGANIZATION,"PV-FÖRDERUNG — 600 MIO. EUR (ÖSTERREICH, 2023)",MARKET_METRIC,FUNDS,EXPLICIT_FACT,[RELATION_TYPE=FUNDS] [MODALITY=EXPLICIT_FACT] The Climate and Energy Fund co-financed PV expansion in 2023.,9.0,11,['50fb8f6506c2271985ee7ffe42523d2eb06abbd85be8ea5021ae2d36d260f6f63d177e59ca2da764eeaeb4a953c841282dbf214859a753f968cb6e6cb86e0c72'],PARTIAL,OVERGENERALIZED,PARTIAL,YES,YES,YES,The source attributes approximately EUR 600 million jointly to the EAG and the Climate and Energy Fund; it does not allocate the entire amount to the Fund alone.,RELATIONSHIP_DESCRIPTION_GENERALIZATION,"The funding connection is valid, but the exact amount cannot be independently assigned to this single endpoint."
4ad3aeff-bab9-40c2-a2aa-5f25a7fad8dc,ERNEUERBAREN-AUSBAU-GESETZ (EAG),POLICY,"PV-FÖRDERUNG — 600 MIO. EUR (ÖSTERREICH, 2023)",MARKET_METRIC,FUNDS,EXPLICIT_FACT,[RELATION_TYPE=FUNDS] [MODALITY=EXPLICIT_FACT] 600 million EUR in PV support in 2023 were disbursed under the EAG.,9.0,13,['50fb8f6506c2271985ee7ffe42523d2eb06abbd85be8ea5021ae2d36d260f6f63d177e59ca2da764eeaeb4a953c841282dbf214859a753f968cb6e6cb86e0c72'],PARTIAL,OVERGENERALIZED,PARTIAL,YES,YES,YES,"The approximately EUR 600 million is jointly associated with the EAG and Climate and Energy Fund, not exclusively disbursed under the EAG.",RELATIONSHIP_DESCRIPTION_GENERALIZATION,GraphRAG split a combined funding statement into separate edges that each appear to claim the complete amount.
c300af30-71f2-4e0e-b599-0e1a5e6f2ef7,ÖSTERREICH,GEOGRAPHIC_AREA,100% BILANZIELL ERNEUERBARER STROMVERBRAUCH BIS 2030,TARGET,HAS_TARGET,EXPLICIT_FACT,[RELATION_TYPE=HAS_TARGET] [MODALITY=EXPLICIT_FACT] Austria has set the official target of 100 percent renewable electricity on a national balance by 2030.,10.0,57,['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475'],YES,DIRECTLY_SUPPORTED_BY_SOURCE,YES,YES,YES,YES,,NONE,The source explicitly states Austria's objective of nationally balanced 100% renewable electricity consumption by 2030.
9b7cbe8a-5911-4f4b-9096-0a34e3d066fc,ÖSTERREICH,GEOGRAPHIC_AREA,PHOTOVOLTAIK-AUSBAUPOTENZIAL — 41 TWH BIS 2040,TARGET,HAS_TARGET,EXPLICIT_FACT,[RELATION_TYPE=HAS_TARGET] [MODALITY=EXPLICIT_FACT] Austria’s PV expansion potential of 41 TWh by 2040 is determined within the ÖNIP.,10.0,54,['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475'],YES,OVERGENERALIZED,NO,YES,YES,YES,"The 41 TWh figure is identified as PV expansion potential in the NIP, not necessarily as an adopted Austrian target.",RELATIONSHIP_TYPE_SELECTION,IDENTIFIES_POTENTIAL or HAS_POTENTIAL would be more accurate than HAS_TARGET.
ec55dab5-8fe1-49ce-ad80-efdd33300804,AKTIONSPLAN NETZANSCHLUSS,POLICY,E-CONTROL,ORGANIZATION,IMPLEMENTED,EXPLICIT_FACT,[RELATION_TYPE=IMPLEMENTED] [MODALITY=EXPLICIT_FACT] [STATUS=ADOPTED] The grid connection action plan was published and is led by E-Control in July 2023.,9.0,9,['2d9fdebd364caf6ea226dc0ee6624e0c2d54fc65848a9cd18f9b868675333d5be302c20a6cbb1b4f9503e536f5051a60a8783cd3657ab2cf1f9daf65be366c76'],YES,WRONG_DIRECTION_OR_ENDPOINTS,NO,YES,NO,YES,The action plan did not implement E-Control. E-Control published or developed the action plan.,RELATIONSHIP_DIRECTION,The correct direction is E-CONTROL IMPLEMENTED_OR_PUBLISHED AKTIONSPLAN NETZANSCHLUSS.
2aba7b0b-3a3f-4ea5-8f51-aac957ef349b,ABSCHLÄGE BEI PV-FREIFLÄCHENANLAGEN,SUPPORT_SCHEME,ERNEUERBAREN-AUSBAU-GESETZ (EAG),POLICY,IMPLEMENTED_BY,EXPLICIT_FACT,[RELATION_TYPE=IMPLEMENTED_BY] [MODALITY=EXPLICIT_FACT] Financial deductions for ground-mounted PV installations are implemented by the Renewable Expansion Act (EAG).,10.0,13,['23663988970639bea940978ccbd9150fd292856f2f31a1d587392606a64713d5dfeade66f1beea67d1cc0b0e93012337685e0eca3267f98c1695a466657a8b24'],YES,DIRECTLY_SUPPORTED_BY_SOURCE,YES,YES,YES,YES,,NONE,The source supports the connection between the EAG and financial deductions affecting ground-mounted PV installations.
2ae38197-1a9a-42be-8007-156af0095f26,ZUSCHLÄGE BEI INNOVATIVEN ANLAGENFORMEN,SUPPORT_SCHEME,ERNEUERBAREN-AUSBAU-GESETZ (EAG),POLICY,IMPLEMENTED_BY,EXPLICIT_FACT,[RELATION_TYPE=IMPLEMENTED_BY] [MODALITY=EXPLICIT_FACT] Financial premiums for innovative PV system types are implemented via the Renewable Expansion Act (EAG).,10.0,12,['23663988970639bea940978ccbd9150fd292856f2f31a1d587392606a64713d5dfeade66f1beea67d1cc0b0e93012337685e0eca3267f98c1695a466657a8b24'],YES,DIRECTLY_SUPPORTED_BY_SOURCE,YES,YES,YES,YES,,NONE,The source supports EAG premiums or additional support for innovative photovoltaic system forms.
2aa29939-4299-47b6-aea2-a0afdf2a1e12,ÖSTERREICH,GEOGRAPHIC_AREA,SOLAR-CHARTA,POLICY,IMPLEMENTS,EXPLICIT_FACT,[RELATION_TYPE=IMPLEMENTS] [MODALITY=EXPLICIT_FACT] [STATUS=ONGOING] Austria is an official signatory of the Solar-Charta as of April 2024.,10.0,55,['7a01190bcf30936758d004f89d7553c62632e91427f92e6420a9e453f2c5d92ab18ae9e62c46bc28aeb398621b28cfd3af89bf2317c887a5eec276b5b7a51052'],YES,OVERGENERALIZED,NO,PARTIAL,YES,YES,Being an official signatory to the Solar Charter does not necessarily mean that Austria implements the Charter as a programme.,RELATIONSHIP_TYPE_AND_STATUS,SIGNED or PARTICIPATES_IN would be more accurate than IMPLEMENTS.
